time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-27T06:25:37.740Z,39.4202,73.298,9.62,4.6,mwr,,51,1.158,0.94,us,us2000674q,2016-08-31T03:08:19.040Z,"89 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.9,3.3,0.08,15,reviewed,us,us
2016-06-27T05:27:43.810Z,32.1823,69.6512,46.92,4.6,mb,,89,2.406,0.61,us,us2000674d,2016-08-31T03:08:18.040Z,"14 km SSE of Wana, Pakistan",earthquake,8,5.8,0.064,74,reviewed,us,us
2016-06-27T00:27:43.780Z,22.7084,92.0667,10,4.7,mb,,39,1.417,0.84,us,us2000672m,2017-04-18T15:10:13.014Z,"24 km NE of Raoj?n, Bangladesh",earthquake,3.3,1.9,0.057,95,reviewed,us,us
2016-06-26T12:03:23.200Z,39.4727,73.8062,10,4.5,mb,,95,1.549,0.95,us,us10005z4s,2016-08-31T03:08:17.040Z,"132 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,6.4,1.9,0.181,9,reviewed,us,us
2016-06-26T11:46:08.050Z,39.2913,73.4902,10,4.5,mb,,96,2.199,0.78,us,us10005z4p,2016-08-31T03:08:17.040Z,"109 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,4.7,1.9,0.222,6,reviewed,us,us
2016-06-26T11:43:15.250Z,39.299,73.4515,10,4.5,mb,,95,1.289,0.44,us,us10005z64,2016-08-31T03:08:17.040Z,"105 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.2,1.7,0.221,6,reviewed,us,us
2016-06-26T11:40:48.870Z,39.3387,73.613,10,4.6,mb,,76,1.408,0.83,us,us10005z57,2016-08-31T03:08:17.040Z,"118 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.6,1.9,0.137,16,reviewed,us,us
2016-06-26T11:35:28.100Z,39.6441,73.562,10,4.6,mb,,89,1.368,0.93,us,us10005z4q,2022-08-03T03:29:11.043Z,"106 km SE of Nookat, Kyrgyzstan",earthquake,7.5,1.9,0.133,17,reviewed,us,us
2016-06-26T11:32:46.110Z,39.4381,73.7349,10,4.8,mb,,83,1.495,0.99,us,us10005z55,2022-08-03T03:28:09.976Z,"126 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.5,1.8,0.077,53,reviewed,us,us
2016-06-26T11:30:22.160Z,39.4451,73.6218,10,4.9,mb,,105,1.407,0.56,us,us10005z56,2016-08-31T03:08:17.040Z,"116 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,8.4,1.8,0.114,24,reviewed,us,us
2016-06-26T11:28:27.990Z,39.4074,73.5245,10,4.9,mb,,121,1.334,0.49,us,us10005z60,2016-08-31T03:08:17.040Z,"109 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,7.1,1.8,0.162,12,reviewed,us,us
2016-06-26T11:25:13.460Z,39.4021,73.2075,10,4.9,mb,,176,2.282,0.43,us,us10005z5y,2022-08-03T03:27:11.968Z,"82 km ESE of Kyzyl-Eshme, Kyrgyzstan",earthquake,11.2,1.9,0.15,14,reviewed,us,us
2016-06-26T11:17:11.280Z,39.4793,73.3388,13,6.4,mww,,36,1.187,1.13,us,us200066x9,2022-05-03T19:28:18.215Z,"92 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,4.7,1.7,,,reviewed,us,us
2016-06-26T09:14:06.040Z,36.5089,70.0964,214.92,4.9,mb,,39,0.726,0.74,us,us200066wz,2016-08-31T03:08:17.040Z,"22 km ESE of Farkh?r, Afghanistan",earthquake,6.9,5.4,0.046,149,reviewed,us,us
2016-06-24T17:00:10.790Z,36.6911,71.2619,191.37,4.5,mb,,26,0.7,0.88,us,us200066kw,2016-08-31T03:08:14.040Z,"24 km W of Ashk?sham, Afghanistan",earthquake,6.7,4.6,0.045,146,reviewed,us,us
2016-06-23T11:35:38.380Z,36.4695,70.6894,210,5.3,mww,,22,0.661,0.97,us,us2000668i,2022-08-03T02:29:09.725Z,"45 km SSW of Jurm, Afghanistan",earthquake,6.4,1.8,,,reviewed,us,us
2016-06-22T13:22:24.170Z,38.3415,75.5163,130.43,4.7,mb,,200,3.112,0.9,us,us2000660g,2016-08-27T02:15:34.040Z,"131 km SSW of Kashgar, China",earthquake,5.7,9.4,0.246,5,reviewed,us,us
2016-06-22T13:03:20.220Z,22.6845,94.6296,109.32,4.6,mb,,63,0.952,0.85,us,us200065yc,2022-08-03T02:26:16.518Z,"82 km NW of Monywa, Myanmar",earthquake,8.5,6.3,0.081,46,reviewed,us,us
2016-06-21T16:47:15.930Z,35.444,74.255,35,4.5,mb,,82,2.95,0.75,us,us200066k5,2016-08-27T02:15:33.040Z,"52 km S of Gilgit, Pakistan",earthquake,8.7,1.9,0.083,42,reviewed,us,us
2016-06-20T08:05:22.150Z,20.5353,93.9691,49.03,4.5,mb,,102,2.124,0.91,us,us200066i3,2016-08-27T02:15:31.040Z,"94 km W of Yenangyaung, Myanmar",earthquake,11.2,6.9,0.092,35,reviewed,us,us
2016-06-15T09:02:16.350Z,36.0916,70.3346,108.87,4.8,mb,,44,1.05,1.08,us,us200064hz,2022-08-03T01:55:11.767Z,"68 km SE of Farkh?r, Afghanistan",earthquake,6,5.1,0.048,133,reviewed,us,us
2016-06-11T21:54:08.820Z,36.4178,71.2307,104.46,4.7,mb,,43,0.88,1.1,us,us200063vj,2016-08-25T01:22:52.040Z,"40 km SW of Ashk?sham, Afghanistan",earthquake,5.3,4.7,0.047,141,reviewed,us,us
2016-06-11T18:12:23.380Z,25.7858,95.2245,83.12,4.5,mb,,78,3.463,0.59,us,us200063uf,2016-08-25T01:22:51.040Z,"66 km SE of Tuensang, India",earthquake,5,6.7,0.054,100,reviewed,us,us
2016-06-10T23:11:18.920Z,37.563,71.8189,118.54,4.6,mwr,,65,0.13,1,us,us200063q6,2022-08-03T01:27:24.115Z,"24 km ENE of Khorugh, Tajikistan",earthquake,6.2,5.3,0.071,19,reviewed,us,us
2016-06-06T04:26:02.220Z,37.9035,72.5251,10,4.5,mb,,106,0.78,1,us,us200062ai,2016-08-18T00:36:32.040Z,"Tajikistan",earthquake,5.6,1.9,0.079,47,reviewed,us,us
2016-06-02T06:02:40.850Z,18.5171,96.5261,10,4.6,mb,,109,1.681,0.63,us,us200062sb,2016-08-10T22:30:32.040Z,"10 km ENE of Pyu, Myanmar",earthquake,4,1.8,0.101,29,reviewed,us,us
2016-05-31T17:42:41.270Z,35.8184,69.7339,107.49,4.6,mb,,45,1.394,0.97,us,us200061tg,2016-08-10T22:30:29.040Z,"59 km NNE of B?z?rak, Afghanistan",earthquake,2.9,6.1,0.079,48,reviewed,us,us
2016-05-29T06:46:00.100Z,36.0664,70.8256,93.28,4.5,mb,,81,1.076,0.7,us,us20005z01,2016-08-10T22:30:26.040Z,"72 km N of P?r?n, Afghanistan",earthquake,6.2,5.3,0.063,74,reviewed,us,us
2016-05-28T19:10:36.150Z,41.1097,68.1214,10.6,4.6,mb,,43,0.912,0.68,us,us20005yvx,2016-08-10T22:30:25.040Z,"20 km SE of Chardara, Kazakhstan",earthquake,5.1,4.4,0.064,72,reviewed,us,us
2016-05-28T09:39:10.850Z,28.0097,85.4237,10,4.6,mb,,67,0.311,0.86,us,us20005ysr,2016-11-28T03:15:00.070Z,"34 km NNW of Nagarkot, Nepal",earthquake,5.7,1.7,0.053,107,reviewed,us,us
2016-05-27T05:03:10.200Z,26.5252,96.4968,64.3,4.6,mb,,49,4.282,0.77,us,us20005yf1,2016-08-10T22:30:23.040Z,"47 km NW of Sarupathar, India",earthquake,9.5,7,0.081,45,reviewed,us,us
2016-05-22T02:05:54.680Z,28.5654,87.4796,4.44,5.1,mb,,39,2.091,0.71,us,us10005j6d,2022-08-02T23:28:12.819Z,"94 km NE of Lobujya, Nepal",earthquake,5.5,2.9,0.039,213,reviewed,us,us
2016-05-22T01:48:48.130Z,28.4538,87.5326,9.36,5.4,mwc,,36,2.093,0.9,us,us10005j6b,2022-08-02T23:27:14.468Z,"89 km NE of Lobujya, Nepal",earthquake,6.5,3.5,,,reviewed,us,gcmt
2016-05-22T01:32:31.690Z,28.4767,87.5067,6.99,4.5,mb,,89,2.08,0.73,us,us10005j69,2016-08-03T22:33:41.040Z,"89 km NE of Lobujya, Nepal",earthquake,6.9,4,0.067,66,reviewed,us,us
2016-05-20T05:22:25.200Z,43.1682,88.4902,10,4.6,mb,,66,5.698,0.72,us,us10005iqn,2016-08-03T22:33:38.040Z,"61 km WNW of Turpan, China",earthquake,9.8,1.9,0.105,27,reviewed,us,us
2016-05-19T23:10:24.720Z,22.7638,93.9152,42.42,4.8,mb,,61,3.365,0.58,us,us10005inb,2022-05-03T18:52:36.213Z,"Myanmar-India border region",earthquake,5.5,6.5,0.044,162,reviewed,us,us
2016-05-18T16:57:11.390Z,32.1179,95.0925,10,4.7,mb,,71,4.172,0.87,us,us10005i9v,2016-07-22T19:39:12.040Z,"226 km WNW of Qamdo, China",earthquake,9,1.9,0.083,44,reviewed,us,us
2016-05-18T08:25:52.320Z,42.5895,85.5796,27.33,4.5,mb,,116,4.813,1.22,us,us20005xtb,2016-07-22T19:39:12.040Z,"61 km W of Baluntaicun, China",earthquake,11,2.7,0.192,8,reviewed,us,us
2016-05-15T18:41:26.550Z,36.4865,70.8555,193.47,4.5,mb,,93,0.676,0.89,us,us10005hl0,2016-07-22T19:39:08.040Z,"42 km S of Jurm, Afghanistan",earthquake,4.8,6.9,0.083,43,reviewed,us,us
2016-05-15T17:02:26.740Z,39.7699,75.6205,10,4.6,mb,,107,2.565,1.27,us,us10005ixf,2016-07-22T19:39:08.040Z,"45 km NW of Kashgar, China",earthquake,7.4,1.9,0.141,15,reviewed,us,us
2016-05-15T16:59:10.790Z,39.7951,75.3554,10,4.5,mb,,101,2.682,0.82,us,us10005hkk,2016-07-22T19:39:08.040Z,"65 km WNW of Kashgar, China",earthquake,7.6,1.9,0.06,83,reviewed,us,us
2016-05-13T07:01:10.270Z,30.659,66.3878,10,5.5,mwb,,33,4.472,0.95,us,us10005h1j,2022-08-02T22:29:54.522Z,"29 km SSW of Chaman, Pakistan",earthquake,8,1.8,0.055,32,reviewed,us,us
2016-05-13T07:00:51.270Z,30.6507,66.4361,10,4.7,mb,,55,4.459,0.95,us,us10005h1s,2022-05-03T17:48:43.748Z,"29 km S of Chaman, Pakistan",earthquake,6.7,1.9,0.095,34,reviewed,us,us
2016-05-13T06:59:32.030Z,30.6598,66.4243,10,5.2,mwb,,21,4.456,0.87,us,us10005h1a,2022-05-03T17:48:42.453Z,"28 km S of Chaman, Pakistan",earthquake,7.4,1.8,0.055,32,reviewed,us,us
2016-05-12T07:54:19.140Z,24.2716,94.3125,71.48,4.8,mb,,52,2.92,0.68,us,us10005gr5,2022-08-02T22:22:23.725Z,"41 km SE of Kakching, India",earthquake,8.1,7,0.066,72,reviewed,us,us
2016-05-12T03:02:36.730Z,36.2179,71.2012,99.82,4.5,mwr,,98,1.036,0.58,us,us10005gpm,2016-07-20T18:10:54.040Z,"59 km SSW of Ashk?sham, Afghanistan",earthquake,6.2,1.9,0.08,15,reviewed,us,us
2016-05-11T08:52:47.570Z,28.0545,84.5639,15.99,4.5,mb,,73,5.984,0.63,us,us10005ggl,2016-07-20T18:10:53.040Z,"43 km NNE of Bharatpur, Nepal",earthquake,8.7,4.2,0.087,38,reviewed,us,us
2016-05-11T01:19:42.320Z,27.9448,84.9277,10.23,4.5,mb,,104,0.414,1.04,us,us10005ihi,2022-08-02T23:40:09.428Z,"45 km NW of Kirtipur, Nepal",earthquake,5.9,5.3,0.076,50,reviewed,us,us
2016-05-11T01:15:47.220Z,32.0221,95.0268,8,5.2,mwb,,25,4.072,0.89,us,us10005gf4,2022-05-03T18:40:24.461Z,"227 km WNW of Qamdo, China",earthquake,7.3,1.8,0.05,39,reviewed,us,us
2016-05-09T16:03:47.250Z,11.3506,91.5047,10,5.2,mb,,36,8.122,0.77,us,us10005g2n,2022-08-02T21:57:05.827Z,"137 km WSW of Bamboo Flat, India",earthquake,7.6,1.7,0.046,155,reviewed,us,us
2016-05-08T10:13:50.900Z,34.7921,86.6563,10,4.7,mb,,95,9.814,0.73,us,us10005fuk,2016-07-20T18:10:48.040Z,"western Xizang",earthquake,9.8,1.8,0.057,94,reviewed,us,us
2016-05-05T04:52:48.800Z,36.8594,71.406,176.57,4.6,mb,,66,0.699,0.7,us,us10005dyp,2016-07-19T20:03:13.040Z,"22 km NNW of Ashk?sham, Afghanistan",earthquake,6.4,4.4,0.071,58,reviewed,us,us
2016-05-03T02:54:28.350Z,37.239,71.7137,103.43,4.6,mb,,115,0.293,0.53,us,us10005gjr,2016-07-19T20:03:10.040Z,"31 km SSE of Khorugh, Tajikistan",earthquake,6.4,5.2,0.243,5,reviewed,us,us
2016-04-30T13:40:38.370Z,43.9792,87.0362,26.91,4.5,mb,,113,4.369,1.04,us,us10005cqe,2016-07-19T20:03:07.040Z,"21 km W of Changji, China",earthquake,6,5.8,0.156,12,reviewed,us,us
2016-04-29T04:36:36.290Z,39.674,74.125,10,4.7,mb,,85,1.803,1.33,us,us10005ccx,2022-08-02T20:40:22.901Z,"southern Xinjiang, China",earthquake,6.7,1.8,0.063,77,reviewed,us,us
2016-04-24T21:43:10.390Z,37.0018,71.4798,114.79,5.1,mwr,,39,0.546,0.98,us,us20005lgb,2022-08-02T19:59:48.458Z,"Afghanistan-Tajikistan border region",earthquake,6.6,4,0.068,21,reviewed,us,us
2016-04-23T10:40:58.160Z,32.0743,94.9179,10,4.6,mb,,47,4.025,0.77,us,us20005l66,2016-07-08T02:49:19.040Z,"238 km WNW of Qamdo, China",earthquake,5.2,1.9,0.068,65,reviewed,us,us
2016-04-23T09:32:56.990Z,31.9952,95.1012,15.92,4.8,mb,,42,4.11,0.74,us,us20005l5w,2016-07-08T02:49:19.040Z,"219 km WNW of Qamdo, China",earthquake,8.6,4.3,0.053,109,reviewed,us,us
2016-04-22T02:43:05.050Z,9.9398,93.8287,31.38,4.5,mb,,78,2.01,0.72,us,us20005kqe,2016-07-08T02:49:17.040Z,"224 km SSE of Port Blair, India",earthquake,7.7,4.7,0.122,20,reviewed,us,us
2016-04-20T11:02:51.660Z,36.1948,71.1964,98.31,4.5,mb,,87,1.054,0.63,us,us20005k5d,2016-06-27T23:02:26.040Z,"62 km SSW of Ashk?sham, Afghanistan",earthquake,7.2,6.5,0.068,64,reviewed,us,us
2016-04-20T03:28:26.650Z,36.519,70.1303,220.7,4.8,mb,,67,0.703,0.75,us,us20005k14,2016-06-27T23:02:23.040Z,"25 km ESE of Farkh?r, Afghanistan",earthquake,6.7,4.6,0.045,153,reviewed,us,us
2016-04-19T20:32:57.090Z,10.2153,93.6895,10,5.3,mb,,36,1.706,0.91,us,us20005jx7,2016-06-27T23:02:20.040Z,"190 km SSE of Port Blair, India",earthquake,6.7,1.7,0.045,167,reviewed,us,us
2016-04-18T15:29:54.930Z,12.9466,92.3335,37.35,4.7,mb,,58,1.344,0.85,us,us20005ji4,2016-06-27T23:02:09.040Z,"144 km NNW of Bamboo Flat, India",earthquake,8.2,6.1,0.074,55,reviewed,us,us
2016-04-16T02:39:32.280Z,40.997,70.9877,38.46,4.8,mb,,43,0.947,0.9,us,us20005ix8,2022-08-02T18:39:05.941Z,"17 km NW of Pop, Uzbekistan",earthquake,5.4,5.7,0.047,139,reviewed,us,us
2016-04-16T02:10:47.040Z,36.0464,70.7199,92.36,4.6,mb,,46,1.083,0.84,us,us20005ix2,2016-06-27T23:01:47.040Z,"71 km NNW of P?r?n, Afghanistan",earthquake,4.7,5,0.059,85,reviewed,us,us
2016-04-14T05:41:53.140Z,23.816,94.1986,61.25,4.6,mb,,40,2.61,0.51,us,us20005hyf,2016-06-21T01:14:12.040Z,"28 km NW of Mawlaik, Myanmar",earthquake,7,7.1,0.057,93,reviewed,us,us
2016-04-13T14:14:03.240Z,12.5623,95.1787,10,4.9,mb,,95,2.546,0.56,us,us20005kel,2016-06-21T01:14:11.040Z,"282 km ENE of Port Blair, India",earthquake,7.9,1.9,0.149,14,reviewed,us,us
2016-04-13T13:55:17.800Z,23.0944,94.8654,136,6.9,mww,,14,3.001,1.03,us,us20005hqz,2022-05-03T18:51:09.920Z,"76 km SE of Mawlaik, Myanmar",earthquake,7.1,1.8,,,reviewed,us,us
2016-04-10T10:28:58.720Z,36.4725,71.1311,212,6.6,mww,,17,0.789,1.03,us,us20005gsg,2022-05-03T17:44:09.631Z,"42 km WSW of Ashk?sham, Afghanistan",earthquake,6.5,1.8,,,reviewed,us,us
2016-04-09T16:19:33.390Z,39.4784,73.3895,46.95,4.7,mb,,70,2.371,1.04,us,us20005gku,2022-08-02T17:29:16.301Z,"96 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,7,6.7,0.09,37,reviewed,us,us
2016-04-08T14:30:43.820Z,36.8983,71.0735,76.19,4.9,mb,,55,0.458,0.98,us,us20005gd4,2016-06-21T01:14:03.040Z,"21 km E of Jurm, Afghanistan",earthquake,6.3,5.1,0.056,99,reviewed,us,us
2016-04-08T02:19:53.860Z,36.2347,70.7633,108.29,4.5,mb,,60,0.901,0.94,us,us20005g9q,2016-06-21T01:14:02.040Z,"70 km S of Jurm, Afghanistan",earthquake,5.9,6.1,0.072,56,reviewed,us,us
2016-04-05T12:12:06.190Z,39.1142,67.1004,24.21,5,mwr,,47,1.669,0.72,us,us20005fl4,2016-06-17T21:45:36.040Z,"Uzbekistan-Tajikistan border region",earthquake,5.9,3.8,0.062,25,reviewed,us,us
2016-04-05T07:42:24.390Z,25.7595,90.5452,10,5,mb,,37,1.198,0.81,us,us20005fj8,2022-08-07T10:46:12.440Z,"38 km SE of Lakhipur, India",earthquake,5.1,1.7,0.048,140,reviewed,us,us
2016-03-29T20:53:20.530Z,6.5905,60.3668,15.9,5,mb,,85,13.979,1.08,us,us20005d86,2016-06-10T23:32:57.040Z,"Carlsberg Ridge",earthquake,11,4.1,0.063,81,reviewed,us,us
2016-03-29T14:57:12.100Z,41.3707,89.3864,21.06,4.8,mb,,53,7.446,0.68,us,us20005d5c,2016-06-10T23:32:56.040Z,"176 km S of Turpan, China",earthquake,8.3,4.4,0.045,151,reviewed,us,us
2016-03-28T16:18:30.500Z,27.694,66.0465,28.13,4.6,mb,,58,7.292,0.94,us,us20005cws,2016-06-10T23:32:55.040Z,"57 km WSW of Khuzdar, Pakistan",earthquake,8.2,5.1,0.079,48,reviewed,us,us
2016-03-24T08:37:36.470Z,38.9584,70.7476,10,4.9,mb,,37,0.974,0.71,us,us20005c6w,2022-05-03T17:43:21.732Z,"33 km ESE of Rasht, Tajikistan",earthquake,4.6,1.9,0.07,64,reviewed,us,us
2016-03-23T10:50:02.380Z,24.6302,96.1321,57.15,4.5,mb,,83,3.987,0.37,us,us20005c0c,2016-06-09T21:41:57.040Z,"119 km WNW of Bhamo, Myanmar",earthquake,8,8.4,0.097,31,reviewed,us,us
2016-03-21T14:48:51.330Z,27.7676,66.0962,10,5.6,mwb,,19,7.208,0.54,us,us20005bft,2022-05-03T19:08:32.577Z,"50 km W of Khuzdar, Pakistan",earthquake,7.3,1.8,0.043,51,reviewed,us,us
2016-03-20T16:54:13.110Z,29.9569,93.1989,10,4.7,mb,,46,1.818,0.68,us,us20005b94,2016-06-09T21:41:53.040Z,"195 km NW of Shi Yomi, India",earthquake,6.9,1.9,0.049,125,reviewed,us,us
2016-03-18T16:11:00.160Z,38.0233,72.4114,10,5.6,mww,,54,0.772,1.17,us,us20005ate,2022-05-03T19:08:19.580Z,"96 km NE of Khorugh, Tajikistan",earthquake,5,1.8,,,reviewed,us,us
2016-03-15T04:28:26.460Z,29.8667,98.0065,23.73,4.7,mb,,75,6.931,0.69,us,us10004xp3,2016-05-21T00:05:31.040Z,"161 km SSE of Qamdo, China",earthquake,11,5.4,0.067,68,reviewed,us,us
2016-03-13T10:30:11.160Z,26.245,92.2565,53.71,4.5,mb,,41,0.765,0.74,us,us10004x9h,2022-08-07T10:16:02.019Z,"9 km W of Morigaon, India",earthquake,7.9,1.2,0.079,47,reviewed,us,us
2016-03-11T14:44:27.290Z,36.5452,84.0352,14.06,4.6,mb,,104,7.086,1.09,us,us10004wsi,2016-05-21T00:05:25.040Z,"southern Xinjiang, China",earthquake,9.5,4.5,0.076,52,reviewed,us,us
2016-03-07T12:23:01.700Z,22.7585,93.9433,50.03,4.5,mb,,99,3.383,0.48,us,us10004vu1,2016-05-16T18:01:47.040Z,"32 km ESE of Falam, Myanmar",earthquake,10.3,7.1,0.081,44,reviewed,us,us
2016-03-07T03:13:58.190Z,20.98,95.0238,100.99,4.6,mb,,46,3.22,1.09,us,us10004vst,2016-05-16T18:01:46.040Z,"23 km ENE of Chauk, Myanmar",earthquake,7.2,4.4,0.049,126,reviewed,us,us
2016-03-02T06:35:11.210Z,29.7391,69.9154,10,4.6,mb,,97,4.834,0.84,us,us10004u08,2016-05-06T23:34:23.040Z,"41 km ESE of Barkhan, Pakistan",earthquake,8.6,1.9,0.081,45,reviewed,us,us
2016-03-01T07:33:41.990Z,36.0236,68.7058,35.29,4.5,mb,,51,1.505,1.07,us,us10004trp,2016-05-06T23:34:21.040Z,"8 km N of Pul-e Khumr?, Afghanistan",earthquake,5.7,5.8,0.09,36,reviewed,us,us
2016-02-29T18:37:09.530Z,43.079,80.4513,10,4.8,mb,,94,2.379,0.56,us,us10004tm6,2016-05-06T23:34:20.040Z,"95 km SSW of Qapqal, China",earthquake,6.5,1.9,0.061,83,reviewed,us,us
2016-02-27T00:31:05.120Z,13.4762,93.915,98.7,4.5,mb,,61,2.14,0.81,us,us10004t24,2016-05-06T23:34:15.040Z,"235 km NNE of Bamboo Flat, India",earthquake,6.4,6,0.071,57,reviewed,us,us
2016-02-24T09:22:16.670Z,27.8322,85.7365,10,4.7,mb,,49,0.391,0.71,us,us10004sb7,2022-08-07T10:00:30.413Z,"24 km ENE of Nagarkot, Nepal",earthquake,6.5,1.9,0.073,57,reviewed,us,us
2016-02-23T00:33:38.210Z,32.0565,95.0448,10,5.1,mb,,19,7.044,0.84,us,us10004rwh,2016-11-10T22:13:39.070Z,"227 km WNW of Qamdo, China",earthquake,8.5,1.8,0.037,236,reviewed,us,us
2016-02-22T18:20:53.250Z,7.122,92.1235,10,4.6,mb,,139,4.546,0.56,us,us10004rsa,2016-05-03T23:44:17.040Z,"Nicobar Islands, India region",earthquake,9.1,1.9,0.082,44,reviewed,us,us
2016-02-21T18:10:00.970Z,27.9633,84.6943,16.72,5.1,mb,,39,0.604,0.87,us,us10004rjm,2022-08-07T09:55:35.375Z,"40 km NE of Bharatpur, Nepal",earthquake,7,4.5,0.059,94,reviewed,us,us
2016-02-21T16:32:02.560Z,36.1288,78.0985,35.7,4.5,mb,,94,4.676,1.01,us,us10004rj4,2016-05-03T23:44:15.040Z,"141 km SSW of Zangguy, China",earthquake,8.3,5.7,0.074,54,reviewed,us,us
2016-02-21T09:12:08.130Z,36.4892,70.8607,174,5.2,mww,,40,0.675,0.73,us,us10004rhs,2022-08-07T09:53:55.589Z,"41 km S of Jurm, Afghanistan",earthquake,2.5,1.9,,,reviewed,us,us
2016-02-21T03:39:38.190Z,6.9364,92.4103,23.56,4.8,mb,,95,4.7,0.62,us,us10004rgq,2016-05-03T23:44:14.040Z,"Nicobar Islands, India region",earthquake,8.2,4.9,0.083,44,reviewed,us,us
2016-02-20T12:56:38.180Z,38.0872,74.1415,183.05,4.5,mb,,65,2.042,0.92,us,us10004rc3,2016-05-03T23:44:13.040Z,"17 km ESE of Murghob, Tajikistan",earthquake,7.4,6.3,0.072,57,reviewed,us,us
2016-02-18T20:29:39.540Z,17.2102,60.0573,10,5,mb,,115,6.145,1.03,us,us10004qvv,2016-04-26T23:28:27.040Z,"Owen Fracture Zone region",earthquake,9.1,1.9,0.055,104,reviewed,us,us
2016-02-17T23:58:05.920Z,39.0598,71.3121,45.38,4.6,mb,,34,2.016,0.65,us,us10004qnt,2016-04-26T23:28:26.040Z,"26 km SW of Karakenja, Tajikistan",earthquake,6.3,5.7,0.065,72,reviewed,us,us
2016-02-16T23:06:59.690Z,26.196,93.4977,39.72,4.7,mb,,63,1.606,0.71,us,us200050p4,2022-08-02T10:17:44.838Z,"34 km NW of Bokaj?n, India",earthquake,10.5,6.2,0.061,81,reviewed,us,us
2016-02-13T19:40:20.770Z,36.6957,71.4161,146.91,4.5,mb,,61,0.798,1,us,us20004zzk,2016-04-26T23:28:19.040Z,"10 km W of Ashk?sham, Afghanistan",earthquake,6.2,4.9,0.059,83,reviewed,us,us
2016-02-11T13:10:58.150Z,43.51,82.7343,18.02,4.8,mb,,74,3.298,0.73,us,us20004zh6,2016-04-19T01:33:30.040Z,"42 km WNW of Xinyuan, China",earthquake,7.7,4.3,0.07,62,reviewed,us,us
2016-02-09T02:29:04.040Z,30.8319,86.284,32.43,4.7,mb,,95,7.188,0.92,us,us20004yx3,2016-04-19T01:33:25.040Z,"195 km NNE of Saga, China",earthquake,9.4,5.3,0.075,53,reviewed,us,us
2016-02-07T14:16:56.810Z,36.5279,70.3108,205.91,4.5,mb,,74,0.633,0.55,us,us20004yjp,2016-04-19T01:33:22.040Z,"40 km E of Farkh?r, Afghanistan",earthquake,6.4,6.3,0.311,3,reviewed,us,us
2016-02-05T16:20:11.740Z,27.8782,85.3377,23.53,5.2,mb,,44,0.166,0.82,us,us20004y4t,2022-08-07T09:22:10.461Z,"19 km N of Kathmandu, Nepal",earthquake,9.2,4.4,0.052,120,reviewed,us,us
2016-02-04T15:30:49.930Z,14.2933,93.204,10,5.1,mb,,47,2.659,1.06,us,us20004x3a,2016-04-14T22:51:44.040Z,"291 km N of Bamboo Flat, India",earthquake,7.2,1.7,0.048,142,reviewed,us,us
2016-02-02T13:20:36.750Z,34.7456,89.2272,11.97,4.5,mb,,155,13.126,0.67,us,us20004y3z,2016-04-14T22:51:41.040Z,"Xizang-Qinghai border region",earthquake,17,5.9,0.119,21,reviewed,us,us
2016-02-02T07:01:00.570Z,40.0345,77.686,14.26,4.7,mb,,71,2.123,0.81,us,us20004why,2016-04-14T22:51:40.040Z,"158 km ENE of Kashgar, China",earthquake,6.6,4.3,0.088,39,reviewed,us,us
2016-01-31T08:55:33.150Z,39.6119,73.7488,38.13,4.5,mb,,74,1.508,1.03,us,us20004w4p,2016-04-14T22:51:37.040Z,"120 km SE of Nookat, Kyrgyzstan",earthquake,6.6,7.3,0.097,31,reviewed,us,us
2016-01-27T22:09:56.710Z,13.7261,93.8004,88.89,4.6,mb,,72,2.301,0.48,us,us20004v6u,2016-04-08T23:06:18.040Z,"253 km NNE of Bamboo Flat, India",earthquake,4.8,8.7,0.129,18,reviewed,us,us
2016-01-26T23:19:08.860Z,36.7511,69.8659,307.31,5.2,mb,,38,0.68,0.85,us,us20004uwb,2022-08-07T09:06:46.054Z,"19 km N of Farkh?r, Afghanistan",earthquake,6.2,4,0.035,272,reviewed,us,us
2016-01-26T14:59:59.380Z,36.3695,70.5351,146.4,4.5,mb,,75,0.755,0.49,us,us20004upx,2016-04-08T23:06:16.040Z,"61 km SSW of Jurm, Afghanistan",earthquake,4.4,6,0.135,16,reviewed,us,us
2016-01-23T04:54:11.320Z,36.6676,71.3509,94.89,5,mb,,44,0.771,0.91,us,us10004gkq,2016-11-10T22:09:35.621Z,"16 km W of Ashk?sham, Afghanistan",earthquake,4.8,4.5,0.046,150,reviewed,us,us
2016-01-22T12:56:30.340Z,36.0766,70.3951,117.84,4.5,mb,,81,1.057,0.93,us,us10004gcn,2016-04-08T23:06:08.040Z,"73 km SE of Farkh?r, Afghanistan",earthquake,4.1,6.5,0.067,66,reviewed,us,us
