time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-27T10:07:13.425Z,14.2308,93.0511,10,4.5,mb,,76,2.577,0.57,us,us70006dps,2020-02-19T18:58:11.040Z,"282 km N of Bamboo Flat, India",earthquake,7.4,1.9,0.157,12,reviewed,us,us
2019-11-26T11:05:57.604Z,19.2269,94.9378,60.78,5.3,mww,,26,2.497,0.92,us,us70006d5e,2020-02-19T18:58:06.040Z,"27 km WSW of Thayetmyo, Myanmar",earthquake,6.6,4.3,0.068,21,reviewed,us,us
2019-11-26T09:36:12.864Z,19.2631,95.0235,76.48,4.7,mb,,150,2.411,0.51,us,us70006d4y,2020-02-19T18:58:06.040Z,"17 km WSW of Thayetmyo, Myanmar",earthquake,8.6,6.9,0.079,48,reviewed,us,us
2019-11-26T03:53:46.675Z,24.155,94.3136,70.19,4.5,mb,,102,0.075,0.7,us,us70006d1q,2020-02-19T18:58:04.040Z,"50 km SE of Kakching, India",earthquake,5.6,3.5,0.108,25,reviewed,us,us
2019-11-24T02:10:25.846Z,37.2581,71.6677,10,4.7,mb,,59,0.271,0.93,us,us70006cc0,2022-08-08T17:01:23.741Z,"27 km SSE of Khorugh, Tajikistan",earthquake,5.4,1.9,0.067,68,reviewed,us,us
2019-11-20T14:06:55.919Z,10.9867,95.1124,10,4.6,mb,,124,2.416,0.49,us,us70006aek,2020-02-14T22:02:06.040Z,"269 km ESE of Port Blair, India",earthquake,5.5,1.9,0.109,25,reviewed,us,us
2019-11-20T03:43:04.660Z,7.2344,94.5302,10,4.5,mb,,96,3.121,0.6,us,us70006e7s,2020-02-14T22:02:23.040Z,"172 km NNW of Sabang, Indonesia",earthquake,5.1,1.8,0.163,11,reviewed,us,us
2019-11-20T03:37:09.231Z,7.3022,94.5601,10,4.8,mb,,142,3.142,0.73,us,us70006a6a,2020-02-14T22:02:05.040Z,"177 km NNW of Sabang, Indonesia",earthquake,11.2,1.9,0.084,44,reviewed,us,us
2019-11-20T03:35:22.326Z,7.1635,94.4353,10,4.7,mb,,169,6.3,0.61,us,us70006e7t,2020-02-14T22:02:24.040Z,"171 km NW of Sabang, Indonesia",earthquake,11.8,1.9,0.13,18,reviewed,us,us
2019-11-19T13:30:55.900Z,29.3228,81.1433,10,5,mww,,33,5.163,0.63,us,us700069vd,2020-02-14T22:02:04.040Z,"20 km ENE of Dipayal, Nepal",earthquake,7.9,1.8,0.103,9,reviewed,us,us
2019-11-18T13:31:08.384Z,23.5799,70.4585,10,4.6,mb,,109,10.332,0.68,us,us70006d8k,2020-07-10T17:55:11.612Z,"19 km W of R?par, India",earthquake,9.5,1.7,0.125,19,reviewed,us,us
2019-11-17T23:05:55.674Z,11.2863,92.9571,53.39,5.1,mb,,85,0.422,0.95,us,us7000699n,2020-02-07T20:22:05.040Z,"47 km SSE of Port Blair, India",earthquake,6.8,5.5,0.051,124,reviewed,us,us
2019-11-17T14:17:04.606Z,38.9388,70.8466,7.96,4.5,mb,,52,0.418,0.57,us,us7000695a,2020-02-07T20:22:00.040Z,"42 km ESE of Rasht, Tajikistan",earthquake,5.2,5,0.116,25,reviewed,us,us
2019-11-17T06:47:05.738Z,7.2825,94.8637,10,4.7,mb,,83,2.907,0.57,us,us7000692f,2020-02-07T20:21:55.040Z,"161 km NNW of Sabang, Indonesia",earthquake,7.3,1.9,0.096,33,reviewed,us,us
2019-11-17T01:28:55.472Z,7.2027,94.5282,10,5.2,mww,,54,3.103,1.17,us,us7000690l,2020-02-07T20:21:52.040Z,"169 km NNW of Sabang, Indonesia",earthquake,8,1.8,0.071,19,reviewed,us,us
2019-11-14T18:30:18.751Z,7.0993,94.8419,137.51,4.9,mb,,72,2.799,1.17,us,us60006bmd,2020-02-07T20:21:01.040Z,"143 km NNW of Sabang, Indonesia",earthquake,8.8,3.1,0.081,48,reviewed,us,us
2019-11-14T09:23:33.739Z,36.4665,71.5096,97.63,5.1,mb,,41,1.068,1.02,us,us60006bff,2020-02-07T20:20:50.040Z,"24 km S of Ashk?sham, Afghanistan",earthquake,6.4,5.5,0.048,143,reviewed,us,us
2019-11-13T13:10:54.879Z,26.1728,93.3051,51.25,4.7,mb,,70,1.438,0.65,us,us60006b1v,2020-10-10T18:03:57.799Z,"38 km NNW of Diphu, India",earthquake,5.6,7.5,0.093,35,reviewed,us,us
2019-11-05T20:52:22.290Z,36.5503,70.1149,209.88,5.1,mww,,22,1.576,0.97,us,us700063mc,2020-02-01T23:21:37.040Z,"23 km E of Farkh?r, Afghanistan",earthquake,5.9,4,0.075,17,reviewed,us,us
2019-11-01T22:36:14.760Z,35.2589,88.9719,10,4.6,mb,,70,7.507,0.85,us,us7000626i,2020-01-18T20:00:54.040Z,"western Xizang",earthquake,8.7,1.8,0.076,52,reviewed,us,us
2019-10-27T05:29:48.237Z,41.2479,78.8581,10,4.7,mwr,,32,0.925,0.71,us,us600063ht,2020-01-11T21:26:47.040Z,"112 km WNW of Aykol, China",earthquake,4.5,1.8,0.066,22,reviewed,us,us
2019-10-22T01:06:10.496Z,8.0497,94.395,172.3,4.8,mb,,62,3.778,0.57,us,us70005x17,2020-01-11T21:26:21.040Z,"259 km NNW of Sabang, Indonesia",earthquake,8.1,6.6,0.08,48,reviewed,us,us
2019-10-21T14:07:00.846Z,42.0808,84.5052,10,5.1,mb,,58,4.548,0.61,us,us7000616z,2020-01-03T16:09:44.040Z,"136 km ENE of Kuqa, China",earthquake,8.2,1.9,0.099,33,reviewed,us,us
2019-10-21T13:17:41.854Z,6.7065,60.2603,10,4.5,mb,,56,17.846,0.8,us,us70005wpy,2020-01-03T16:09:44.040Z,"Carlsberg Ridge",earthquake,12,1.9,0.091,36,reviewed,us,us
2019-10-21T11:21:44.953Z,6.6146,60.1793,10,4.6,mb,,63,18.622,0.93,us,us7000616u,2020-01-03T16:09:43.040Z,"Carlsberg Ridge",earthquake,6.3,1.9,0.125,19,reviewed,us,us
2019-10-18T16:48:10.169Z,23.1641,94.2177,76.27,4.9,mb,,96,0.771,1.1,us,us70005vlj,2020-01-03T16:09:31.040Z,"56 km SSW of Mawlaik, Myanmar",earthquake,6.5,7.5,0.086,42,reviewed,us,us
2019-10-18T10:32:54.487Z,32.9796,73.5759,42.77,4.7,mb,,120,0.717,0.94,us,us70005vdm,2020-01-03T16:09:29.040Z,"15 km WNW of Jhelum, Pakistan",earthquake,8.5,6.5,0.097,32,reviewed,us,us
2019-10-14T07:49:07.351Z,36.548,70.8432,201.25,4.5,mb,,79,1.178,0.84,us,us70005u1l,2019-12-28T20:46:02.040Z,"35 km S of Jurm, Afghanistan",earthquake,7.5,8,0.156,12,reviewed,us,us
2019-10-14T01:11:29.005Z,36.5287,70.6021,202.56,5,mww,,26,1.309,0.85,us,us70005tzl,2019-12-28T20:45:49.040Z,"42 km SSW of Jurm, Afghanistan",earthquake,6.5,4.5,0.071,19,reviewed,us,us
2019-10-13T01:02:41.675Z,37.3224,72.2072,233.54,4.5,mb,,76,0.482,0.75,us,us70005tsi,2019-12-28T20:46:01.040Z,"42 km NNW of Khand?d, Afghanistan",earthquake,8.5,5.3,0.181,9,reviewed,us,us
2019-10-09T10:44:35.740Z,36.5069,70.6409,203.28,5.1,mww,,20,1.306,0.82,us,us70005sii,2019-12-28T20:45:49.040Z,"43 km SSW of Jurm, Afghanistan",earthquake,6.4,4.7,0.086,13,reviewed,us,us
2019-10-09T08:17:23.841Z,36.5983,71.2071,94.62,4.6,mb,,78,0.998,0.91,us,us70005shd,2019-12-28T20:45:57.040Z,"30 km WSW of Ashk?sham, Afghanistan",earthquake,7.4,8,0.158,12,reviewed,us,us
2019-10-08T21:49:23.948Z,42.8627,78.7119,23.81,4.5,mb,,53,0.429,1.24,us,us70005sbz,2019-12-28T20:45:55.040Z,"32 km ENE of Tyup, Kyrgyzstan",earthquake,6,5.7,0.106,26,reviewed,us,us
2019-10-07T12:35:46.401Z,27.293,91.3145,10,4.7,mb,,104,1.786,0.9,us,us70005rkb,2019-12-27T15:51:06.040Z,"7 km ENE of Mongar, Bhutan",earthquake,5,1.8,0.069,63,reviewed,us,us
2019-10-03T22:02:57.248Z,37.4969,72.1908,196.92,4.5,mb,,54,0.423,0.67,us,us70005qhc,2019-12-27T15:50:15.040Z,"56 km E of Khorugh, Tajikistan",earthquake,6.2,4.6,0.04,178,reviewed,us,us
2019-10-03T06:24:43.382Z,24.8695,94.1024,59.2,4.8,mb,,50,0.662,0.63,us,us70005q55,2020-07-10T17:49:41.683Z,"17 km ENE of Imph?l, India",earthquake,5.3,7,0.071,61,reviewed,us,us
2019-09-30T12:24:25.771Z,40.1226,76.1243,47.46,4.5,mb,,54,2.048,0.79,us,us70005nuq,2019-12-20T19:04:02.040Z,"73 km N of Kashgar, China",earthquake,6.5,6.6,0.127,18,reviewed,us,us
2019-09-29T09:02:11.934Z,10.9759,91.65,10,4.7,mb,,114,1.267,0.77,us,us70005nfl,2019-12-20T19:03:41.040Z,"141 km SW of Bamboo Flat, India",earthquake,3.9,1.9,0.113,24,reviewed,us,us
2019-09-29T02:17:31.538Z,35.9731,70.2323,104.86,4.5,mb,,83,1.728,0.97,us,us70005s40,2019-12-20T19:04:31.040Z,"74 km SSE of Farkh?r, Afghanistan",earthquake,7.1,10.1,0.191,9,reviewed,us,us
2019-09-27T10:58:29.296Z,37.9095,89.0298,10,4.9,mb,,80,8.368,0.96,us,us70005md4,2019-12-20T19:03:14.040Z,"southern Xinjiang, China",earthquake,8.1,1.9,0.048,139,reviewed,us,us
2019-09-26T19:15:33.160Z,10.8407,91.6606,10,4.7,mb,,80,1.336,0.95,us,us70005lxa,2019-12-20T19:02:58.040Z,"149 km SW of Bamboo Flat, India",earthquake,9.2,1.9,0.083,44,reviewed,us,us
2019-09-26T17:17:12.601Z,37.8609,88.6904,13.75,4.9,mb,,82,8.385,1.09,us,us70005lty,2019-12-20T19:02:55.040Z,"southern Xinjiang, China",earthquake,7.5,4.4,0.071,62,reviewed,us,us
2019-09-26T07:01:25.768Z,33.0481,73.6318,10,4.7,mb,,101,0.673,1.12,us,us70005lie,2020-07-10T17:48:39.521Z,"15 km NW of Jhelum, Pakistan",earthquake,7.6,1.9,0.138,16,reviewed,us,us
2019-09-26T06:57:06.851Z,38.6888,73.443,146.85,4.5,mb,,70,1.821,0.54,us,us70005lid,2019-12-20T19:02:46.040Z,"73 km NW of Murghob, Tajikistan",earthquake,6.7,5.8,0.15,14,reviewed,us,us
2019-09-24T11:01:54.990Z,33.0779,73.7936,10,5.4,mww,,21,0.72,0.87,us,us60005mqp,2020-10-18T20:27:25.449Z,"8 km SSE of New Mirpur, Pakistan",earthquake,5.1,1.7,0.11,8,reviewed,us,us
2019-09-22T16:17:01.966Z,28.4605,84.3309,18.23,4.5,mb,,148,6.075,1.06,us,us70005nyj,2019-12-10T17:27:19.040Z,"41 km ENE of Pokhara, Nepal",earthquake,11.8,5.1,0.164,11,reviewed,us,us
2019-09-22T13:42:11.441Z,36.6951,71.0896,211.14,4.5,mb,,44,0.949,0.56,us,us60005lz8,2019-12-10T17:27:03.040Z,"29 km SE of Jurm, Afghanistan",earthquake,7.9,6.7,0.066,67,reviewed,us,us
2019-09-22T05:02:48.511Z,36.082,68.4308,27.85,4.9,mb,,98,1.497,0.63,us,us60005lxa,2022-08-08T16:07:37.288Z,"20 km NNW of ?uk?mat? Dahanah-ye Gh?r?, Afghanistan",earthquake,6.9,5.6,0.053,114,reviewed,us,us
2019-09-21T11:30:56.466Z,38.6428,70.2215,10,4.6,mb,,105,0.364,0.7,us,us60005lqr,2019-12-10T17:27:00.040Z,"33 km SE of Darband, Tajikistan",earthquake,5.7,1.9,0.133,17,reviewed,us,us
2019-09-19T19:43:09.590Z,41.3585,83.8336,10,4.5,mb,,83,4.211,0.44,us,us60005l30,2019-12-10T17:26:58.040Z,"85 km ESE of Kuqa, China",earthquake,8.7,1.1,0.113,23,reviewed,us,us
2019-09-16T14:33:25.773Z,29.691,80.7419,10,4.5,mb,,165,5.597,0.47,us,us70005h21,2019-12-05T18:31:10.040Z,"24 km SE of D?rchul?, Nepal",earthquake,8.9,1.8,0.151,13,reviewed,us,us
2019-09-15T16:34:58.872Z,42.4801,84.2853,34.6,4.5,mb,,109,4.352,0.93,us,us60005m8x,2019-12-05T18:30:52.040Z,"134 km SE of Xinyuan, China",earthquake,9.2,2.8,0.108,25,reviewed,us,us
2019-09-15T16:13:08.310Z,42.2472,84.4744,35,4.5,mb,,82,4.507,1.09,us,us70005h1u,2019-12-05T18:31:10.040Z,"140 km ENE of Kuqa, China",earthquake,7.5,2,0.102,28,reviewed,us,us
2019-09-13T11:36:09.647Z,36.5594,70.7923,116.83,4.5,mb,,156,1.191,0.7,us,us70005ft8,2019-12-05T18:31:02.040Z,"34 km S of Jurm, Afghanistan",earthquake,8.8,7.6,0.118,21,reviewed,us,us
2019-09-12T09:22:32.739Z,36.6697,70.6855,261.4,4.9,mb,,36,1.888,0.72,us,us70005fas,2019-12-05T18:31:00.040Z,"25 km SSW of Jurm, Afghanistan",earthquake,7.3,5.9,0.033,291,reviewed,us,us
2019-09-11T15:40:17.181Z,10.9512,91.8646,24.99,4.6,mb,,115,1.11,0.65,us,us60005l0t,2019-12-05T18:30:49.040Z,"Andaman Islands, India region",earthquake,7.8,4.8,0.128,21,reviewed,us,us
2019-09-11T07:14:38.739Z,36.6682,71.0056,225.7,4.5,mb,,72,1.006,1.02,us,us70005ems,2019-12-05T18:30:56.040Z,"26 km SE of Jurm, Afghanistan",earthquake,8.2,7.4,0.056,92,reviewed,us,us
2019-09-10T20:18:44.667Z,16.2362,95.0235,10,4.6,mb,,109,4.149,0.97,us,us70005ekb,2019-12-05T18:30:55.040Z,"30 km WSW of Mawlamyinegyunn, Myanmar",earthquake,9.1,1.9,0.119,21,reviewed,us,us
2019-09-09T06:40:33.517Z,32.9804,76.181,43.93,4.9,mb,,61,2.528,0.6,us,us70005dl7,2019-11-30T19:36:37.040Z,"43 km E of Bhadarw?h, India",earthquake,8,6.7,0.042,177,reviewed,us,us
2019-09-08T02:34:32.435Z,33.0736,76.1758,10,4.8,mb,,107,2.5,0.74,us,us70005dbm,2019-11-30T19:36:50.040Z,"44 km ENE of Bhadarw?h, India",earthquake,4.3,1.8,0.066,70,reviewed,us,us
2019-09-06T10:09:49.013Z,21.2484,94.7538,101.57,4.7,mb,,35,1.752,0.8,us,us70005cqm,2019-11-30T19:37:06.040Z,"35 km WSW of Pakokku, Myanmar",earthquake,6.5,5.5,0.047,138,reviewed,us,us
2019-09-03T19:18:39.698Z,25.0899,95.0419,88.22,4.5,mb,,66,1.09,0.84,us,us70005blu,2019-11-30T19:37:27.040Z,"84 km SE of Phek, India",earthquake,7.1,6.5,0.11,24,reviewed,us,us
2019-09-03T18:47:00.026Z,27.1596,59.6919,10,4.9,mb,,76,3.834,1,us,us70005bl4,2019-11-30T19:37:27.040Z,"64 km N of Fann?j, Iran",earthquake,7.4,1.8,0.053,118,reviewed,us,us
2019-09-03T14:30:56.915Z,36.4155,70.7402,203.83,4.5,mb,,103,1.334,0.9,us,us70005bhm,2019-11-30T19:37:29.040Z,"50 km S of Jurm, Afghanistan",earthquake,6.8,6.2,0.181,9,reviewed,us,us
2019-09-03T12:34:31.592Z,36.4497,70.645,201.66,4.8,mww,,33,1.35,0.79,us,us70005bfw,2019-11-30T19:37:29.040Z,"49 km SSW of Jurm, Afghanistan",earthquake,6.1,5.3,0.071,19,reviewed,us,us
2019-08-31T15:09:21.828Z,22.7414,95.522,10,5.4,mww,,31,1.778,0.67,us,us70005alm,2020-07-10T17:46:35.954Z,"26 km NW of Shwebo, Myanmar",earthquake,5.9,1.8,0.062,25,reviewed,us,us
2019-08-31T06:40:36.025Z,42.4841,89.3078,10,4.5,mb,,50,6.603,0.75,us,us70005ai7,2019-11-15T17:20:50.040Z,"52 km SSE of Turpan, China",earthquake,8.9,1.8,0.124,19,reviewed,us,us
2019-08-29T02:24:46.391Z,35.6339,70.0143,28.11,4.5,mb,,91,1.35,0.96,us,us700059gf,2019-11-15T17:19:51.040Z,"57 km NE of B?z?rak, Afghanistan",earthquake,4.9,6.5,0.104,27,reviewed,us,us
2019-08-28T13:40:06.063Z,13.092,93.2507,47.93,4.9,mww,,67,1.511,0.69,us,us7000595a,2019-11-15T17:19:17.040Z,"164 km NNE of Bamboo Flat, India",earthquake,8.6,7.4,0.11,8,reviewed,us,us
2019-08-28T04:19:01.793Z,36.5601,70.7369,183.6,4.5,mb,,70,1.217,0.71,us,us70005913,2019-11-15T17:19:05.040Z,"34 km SSW of Jurm, Afghanistan",earthquake,6.8,7.1,0.071,58,reviewed,us,us
2019-08-27T09:57:51.030Z,28.9012,86.4476,10,4.5,mb,,88,0.992,1.18,us,us70005bgh,2019-11-15T17:18:47.040Z,"111 km NNW of Lobujya, Nepal",earthquake,4.3,1.9,0.094,33,reviewed,us,us
2019-08-26T02:49:16.737Z,26.4642,96.1069,105.63,4.7,mb,,48,2.76,0.68,us,us7000585z,2019-11-08T22:13:48.040Z,"75 km WNW of Sarupathar, India",earthquake,7,6,0.051,115,reviewed,us,us
2019-08-21T20:10:50.400Z,36.3898,69.3398,42.93,5,mb,,48,1.522,0.94,us,us700056qp,2019-11-08T22:13:38.040Z,"38 km SSE of Khanabad, Afghanistan",earthquake,5.1,6.9,0.032,305,reviewed,us,us
2019-08-21T09:19:12.149Z,9.1171,93.5712,10,4.9,mb,,154,2.65,0.77,us,us600057v8,2019-11-08T22:13:37.040Z,"296 km SSE of Port Blair, India",earthquake,4.9,1.9,0.084,45,reviewed,us,us
2019-08-20T01:08:53.855Z,30.4025,94.7951,10,4.6,mb,,95,5.473,0.55,us,us600057at,2019-11-08T22:13:35.040Z,"211 km NNE of Shi Yomi, India",earthquake,10.8,1.9,0.06,83,reviewed,us,us
2019-08-18T06:28:34.730Z,24.0196,93.858,63.38,5,mb,,43,1.391,0.78,us,us600056lz,2019-11-02T15:26:13.040Z,"39 km SSE of Chur?ch?ndpur, India",earthquake,6.2,3.8,0.046,151,reviewed,us,us
2019-08-18T03:38:13.321Z,18.3975,94.5477,35,4.8,mb,,171,3.325,1.15,us,us600056kk,2019-11-02T15:26:12.040Z,"82 km W of Myanaung, Myanmar",earthquake,4.3,2,0.073,58,reviewed,us,us
2019-08-18T03:24:21.878Z,18.4733,94.5394,26.14,5.2,mww,,27,3.277,0.88,us,us600056k3,2019-11-02T15:26:12.040Z,"81 km WSW of Pyay, Myanmar",earthquake,7.1,3.9,0.078,16,reviewed,us,us
2019-08-16T02:09:20.364Z,36.4389,70.693,207.71,5.1,mww,,38,1.336,0.8,us,us600055rs,2019-11-02T15:26:08.040Z,"48 km SSW of Jurm, Afghanistan",earthquake,6.8,4.6,0.08,15,reviewed,us,us
2019-08-15T05:42:53.633Z,30.4473,94.8662,35.92,4.5,mb,,167,3.324,0.39,us,us700058d8,2019-11-02T15:26:21.040Z,"217 km NNE of Shi Yomi, India",earthquake,12.2,9.8,0.144,14,reviewed,us,us
2019-08-14T23:47:03.718Z,30.3683,94.8628,10,4.9,mb,,100,3.306,0.6,us,us6000558f,2019-11-02T15:26:06.040Z,"209 km NNE of Shi Yomi, India",earthquake,9.6,1.9,0.072,60,reviewed,us,us
2019-08-14T08:13:54.632Z,30.4829,94.83,10,4.9,mb,,135,3.301,1.2,us,us600054vx,2019-11-02T15:26:05.040Z,"220 km NNE of Shi Yomi, India",earthquake,10.4,1.9,0.051,122,reviewed,us,us
2019-08-12T22:09:47.365Z,38.7808,90.5058,10,4.6,mb,,96,9.069,1.31,us,us600054a4,2019-10-29T20:34:09.040Z,"Xinjiang-Qinghai border region, China",earthquake,9.1,1.9,0.084,42,reviewed,us,us
2019-08-12T17:14:44.653Z,40.8574,73.3947,10,4.6,mb,,84,0.56,0.94,us,us6000543c,2019-10-29T20:34:07.040Z,"12 km NE of Uzgen, Kyrgyzstan",earthquake,4.7,1.9,0.084,42,reviewed,us,us
2019-08-12T13:36:58.537Z,25.5523,67.8239,10,4.5,mb,,120,8.69,0.86,us,us60005403,2020-08-26T19:53:35.891Z,"52 km WNW of Kotri, Pakistan",earthquake,7.2,1.9,0.106,26,reviewed,us,us
2019-08-12T03:32:29.358Z,30.4088,94.7964,10,4.8,mb,,54,3.258,0.85,us,us600053vm,2019-10-29T20:34:02.040Z,"212 km NNE of Shi Yomi, India",earthquake,4.6,1.8,0.054,107,reviewed,us,us
2019-08-11T11:08:00.620Z,30.4138,94.8662,10,4.6,mb,,54,3.318,0.66,us,us600053pp,2019-10-29T20:33:59.040Z,"214 km NNE of Shi Yomi, India",earthquake,5,1.8,0.074,54,reviewed,us,us
2019-08-11T02:13:26.332Z,30.3447,94.8731,10,5,mb,,68,3.311,1.11,us,us600053la,2019-10-29T20:33:57.040Z,"206 km NNE of Shi Yomi, India",earthquake,8,1.9,0.037,239,reviewed,us,us
2019-08-10T06:43:12.326Z,37.1698,71.5345,110.74,5.3,mww,,56,0.373,0.65,us,us600053at,2019-10-29T20:33:53.040Z,"35 km S of Khorugh, Tajikistan",earthquake,6.7,6.9,0.078,16,reviewed,us,us
2019-08-08T00:45:26.713Z,36.5272,70.0571,226,5.8,mww,,12,1.627,0.74,us,us60005247,2019-10-29T20:33:42.040Z,"18 km ESE of Farkh?r, Afghanistan",earthquake,6.2,1.8,0.053,34,reviewed,us,us
2019-08-05T09:43:03.209Z,25.6762,96.6433,10,4.7,mb,,79,2.568,1.18,us,us600050ru,2019-10-19T21:42:13.040Z,"61 km SSW of Sarupathar, India",earthquake,9.5,1.9,0.08,47,reviewed,us,us
2019-08-04T19:04:54.307Z,36.6761,71.2747,226.29,5.1,mww,,43,0.906,0.9,us,us600050ld,2019-10-19T21:42:10.040Z,"23 km W of Ashk?sham, Afghanistan",earthquake,6.9,4.4,0.065,23,reviewed,us,us
2019-08-04T01:26:14.607Z,11.9126,95.0085,10,5,mb,,101,5.594,1.05,us,us600050es,2022-08-08T15:26:23.807Z,"248 km E of Port Blair, India",earthquake,5.3,1.8,0.08,50,reviewed,us,us
2019-08-03T12:19:16.719Z,25.2858,96.8919,10,4.8,mb,,78,2.58,0.76,us,us6000505r,2019-10-19T21:42:07.040Z,"51 km WSW of Myitkyina, Myanmar",earthquake,6.9,1.8,0.077,52,reviewed,us,us
2019-08-03T08:09:15.191Z,38.786,70.1161,10,4.5,mb,,93,0.264,0.64,us,us60005039,2019-10-19T21:42:06.040Z,"15 km SE of Darband, Tajikistan",earthquake,4.8,1.9,0.205,7,reviewed,us,us
2019-08-02T14:37:37.982Z,23.627,94.6517,93.37,4.6,mb,,91,0.68,0.59,us,us60004zkl,2019-10-19T21:42:05.040Z,"25 km E of Mawlaik, Myanmar",earthquake,5.7,6.8,0.122,20,reviewed,us,us
2019-08-01T00:43:18.690Z,14.1694,93.4565,10,4.5,mb,,82,6.694,0.82,us,us600052t0,2019-10-19T21:42:17.040Z,"284 km NNE of Bamboo Flat, India",earthquake,8.9,1.9,0.106,26,reviewed,us,us
2019-07-28T21:25:03.314Z,22.5443,86.4405,10,4.5,mb,,182,4.808,0.86,us,us60004wux,2020-07-10T17:32:18.340Z,"4 km NNW of Mush?bani, India",earthquake,6.4,1.9,0.118,21,reviewed,us,us
2019-07-27T06:56:45.377Z,36.5337,71.3439,117.39,4.8,mb,,73,1.026,0.79,us,us60004wej,2019-10-11T20:12:39.040Z,"23 km SW of Ashk?sham, Afghanistan",earthquake,6.9,6.8,0.053,108,reviewed,us,us
2019-07-26T21:00:04.207Z,41.8721,66.0419,10,4.6,mb,,68,3.523,0.59,us,us60004w5t,2019-10-11T20:12:37.040Z,"148 km NNE of Nurota, Uzbekistan",earthquake,7.6,1.9,0.052,111,reviewed,us,us
2019-07-26T13:00:15.119Z,36.7478,68.3806,27.35,4.6,mb,,54,0.838,0.84,us,us60004vup,2019-10-11T20:12:35.040Z,"42 km W of Kunduz, Afghanistan",earthquake,5.3,4.7,0.088,38,reviewed,us,us
2019-07-24T19:21:27.674Z,32.32,66.6175,12.92,4.5,mb,,119,3.003,1.07,us,us60004v0t,2019-10-11T20:12:27.040Z,"36 km NW of Qal?t, Afghanistan",earthquake,8.8,4.5,0.073,55,reviewed,us,us
2019-07-23T06:56:57.384Z,28.8184,95.9771,10,4.5,mb,,55,4.328,0.64,us,us60004y1s,2019-10-11T20:12:22.040Z,"99 km NW of Hayuliang, India",earthquake,3.6,1.9,0.096,32,reviewed,us,us
2019-07-22T12:32:16.035Z,42.8241,87.6672,10,4.8,mb,,70,5.49,0.8,us,us70004qfy,2019-10-04T16:37:37.040Z,"108 km S of Ürümqi, China",earthquake,9,1.9,0.075,56,reviewed,us,us
2019-07-19T22:54:24.714Z,27.7365,92.8044,10,4.9,mww,,23,2.321,0.65,us,us70004pfb,2019-10-04T16:37:23.040Z,"64 km NE of Bomdila, India",earthquake,5.2,1.7,0.103,9,reviewed,us,us
2019-07-19T09:52:01.986Z,27.7047,92.7236,10,4.7,mb,,91,2.266,0.67,us,us70004ns7,2019-10-04T16:37:19.040Z,"57 km NNE of Bomdila, India",earthquake,7.2,1.9,0.056,95,reviewed,us,us
2019-07-19T09:22:15.514Z,27.7188,92.8302,15,5.5,mww,,17,2.313,0.54,us,us70004nrn,2020-07-10T17:46:02.648Z,"64 km NE of Bomdila, India",earthquake,7.6,1.7,0.062,25,reviewed,us,us
2019-07-17T16:55:35.141Z,11.8122,94.8487,10,4.9,mb,,151,5.666,0.6,us,us70004me9,2019-10-04T16:37:09.040Z,"229 km E of Port Blair, India",earthquake,7.4,1.6,0.071,63,reviewed,us,us
2019-07-16T10:45:37.270Z,40.1346,71.2084,10,4.6,mb,,67,0.796,0.81,us,us70004lag,2019-10-04T16:37:02.040Z,"24 km NNW of Aydarken, Kyrgyzstan",earthquake,3.1,1.9,0.054,101,reviewed,us,us
2019-07-15T17:41:29.981Z,31.7644,91.1874,11.93,4.9,mb,,69,5.368,0.77,us,us70004ksw,2019-09-28T20:01:25.040Z,"88 km WNW of Nagqu, China",earthquake,9.3,4.2,0.042,174,reviewed,us,us
2019-07-13T02:16:15.603Z,36.5367,70.8566,176.97,4.5,mb,,45,1.181,0.89,us,us70004jg3,2019-09-28T20:01:17.040Z,"36 km S of Jurm, Afghanistan",earthquake,6.5,5.8,0.039,191,reviewed,us,us
2019-07-09T11:40:23.909Z,8.4582,93.7163,10,4.6,mb,,128,5.823,0.62,us,us70004nv4,2019-09-28T20:01:27.040Z,"Nicobar Islands, India region",earthquake,3.9,1.9,0.129,18,reviewed,us,us
2019-07-09T09:26:14.233Z,8.7112,94.0263,79.63,4.6,mb,,97,4.513,0.73,us,us70004nuz,2019-09-28T20:01:27.040Z,"Nicobar Islands, India region",earthquake,9.3,7,0.067,66,reviewed,us,us
2019-07-08T22:46:33.553Z,36.2462,70.7671,104.27,4.6,mb,,40,1.467,0.95,us,us70004f9s,2019-09-26T14:31:02.040Z,"68 km S of Jurm, Afghanistan",earthquake,6.2,5.3,0.069,62,reviewed,us,us
2019-07-05T17:08:27.085Z,9.3763,87.1121,10,5,mb,,47,6.678,0.72,us,us70004b9y,2019-09-26T14:30:21.040Z,"Bay of Bengal",earthquake,7.1,1.7,0.039,212,reviewed,us,us
2019-07-05T04:46:31.280Z,18.6186,92.8565,10,4.7,mb,,147,4.063,0.73,us,us70004aq6,2019-09-26T14:30:16.040Z,"169 km S of Sittwe, Myanmar",earthquake,9.3,1.9,0.099,31,reviewed,us,us
2019-07-05T02:12:15.440Z,42.1727,78.6241,10,4.6,mb,,66,0.366,0.94,us,us70004akb,2019-09-26T14:30:15.040Z,"37 km SSE of Ak-Suu, Kyrgyzstan",earthquake,5.8,1.9,0.073,56,reviewed,us,us
